"","n","age","income","yrs_school","gender_f","home_own","risk6"
"35026",47112,35,3,0.9,0,1,652
"29926",39037,35,521,2.2,0,0,790
"42328",55933,61,1292,1.2,0,0,824
"50522",65194,27,1029,1,0,1,740
"48464",62813,52,4103,2.4,0,0,782
"31961",42430,36,2317,1.4,0,0,804
"52445",67484,42,1035,1.2,0,0,778
"39252",52641,42,11,2.3,0,1,722
"45994",59923,42,768,0,1,0,737
"52066",67053,42,1294,0.8,1,1,694
"9248",12472,50,258,1.3,0,1,787
"14816",18229,37,769,1.7,0,1,773
"6476",8505,59,801,0.6,0,1,666
"35985",48891,44,1550,1.2,0,0,766
"34927",46846,51,1288,2.1,0,1,787
"47384",61595,65,1027,1.5,0,0,659
"9655",12895,45,780,1.2,0,1,794
"34702",46244,37,514,2.4,0,0,800
"47415",61632,45,1543,3.4,1,1,761
"15461",18901,26,1026,1,0,0,754
"30341",40261,48,1544,3.1,0,0,761
"43230",56947,59,781,2.3,1,0,712
"19018",23574,102,2838,1.5,1,1,705
"3447",3791,55,1294,1.8,0,1,703
"8624",11819,32,3850,0,1,1,558
"6866",9778,44,519,1.2,1,1,761
"23314",30166,82,1290,1.1,0,1,718
"22754",29573,113,6,0.6,1,0,802
"54746",70074,39,1288,1.6,0,0,796
"46765",60886,58,1800,1.2,1,1,771
"12650",15978,43,769,0.3,0,0,702
"7899",11041,53,1302,0.7,0,1,807
"37420",50683,63,263,0.9,1,1,747
"39020",52389,58,2317,1.5,1,0,778
"17491",21464,35,1025,2.3,0,0,713
"16799",20352,46,1286,0.4,1,0,776
"11808",15109,53,0,0,1,0,726
"13297",16642,41,517,1.2,0,0,808
"40321",53791,45,264,1.1,1,0,745
"20013",26220,31,2059,1.8,0,1,786
"46217",60171,64,7,1.2,0,1,758
"49553",64017,55,771,0.2,0,1,691
"19961",26164,42,1546,1.2,1,1,792
"30285",40078,63,2057,1.1,0,1,649
"4351",4767,52,516,1.1,1,0,668
"49734",64222,96,774,1.7,1,1,690
"47615",61864,59,775,1.5,0,1,736
"52991",68115,29,522,3.1,1,0,754
"25992",33104,62,7,0.4,1,0,812
"33003",43637,55,521,1.3,0,1,785
"25776",32855,60,524,1.1,1,0,816
"37668",50948,65,1034,2.1,0,1,809
"10640",13914,49,1284,2.6,1,0,794
"1739",1853,53,264,1.2,1,0,701
"39059",52432,57,2310,0.8,0,0,772
"19833",25978,31,1292,1.7,1,1,689
"43185",56891,57,775,2.7,1,0,762
"33696",44466,38,1286,1.3,1,1,803
"43809",57612,36,774,1.7,1,0,789
"26185",33317,59,8,2.5,1,0,761
"51621",66557,47,3,0.4,0,1,600
"27511",35444,64,1302,0.8,0,0,688
"47665",61923,39,1039,2.4,1,0,730
"46844",60970,123,1291,1.7,1,1,703
"42210",55806,60,1293,2,1,1,688
"31426",41822,30,1543,0.3,1,0,701
"15462",18902,43,1285,2,1,1,782
"22301",29095,49,0,0,0,0,644
"25465",32499,62,530,1.9,1,0,722
"7987",11137,0,0,0,0,0,700
"37387",50648,45,517,0.8,1,0,810
"40007",53453,50,2067,1.9,1,1,817
"8096",11254,65,4105,0.6,1,0,661
"19697",25628,34,780,0.4,0,1,779
"5084",5560,50,519,2,0,1,809
"31316",41700,51,1293,1.6,0,0,765
"28627",36837,40,1294,1.2,0,0,693
"32643",43235,36,776,1.1,1,1,785
"13390",16743,25,3850,1,0,1,695
"4045",4439,48,1549,1.2,1,1,698
"41787",55363,42,781,1.9,0,1,617
"51757",66709,52,773,2.3,0,0,490
"8798",12002,54,1548,2.4,1,1,803
"41401",54949,47,772,1.7,1,1,637
"34515",45626,57,1285,1.6,0,1,716
"9259",12484,29,1032,2.4,0,1,766
"18210",22469,44,1294,1.8,0,0,806
"30133",39618,37,268,2.5,1,1,673
"53313",68480,40,1286,0.9,0,0,997
"44642",58499,47,1797,2.2,0,1,785
"42407",56021,49,0,0,0,1,743
"54333",69611,113,1289,1.2,0,1,777
"47484",61711,57,1034,1.1,0,0,752
"30187",39801,47,2573,2.2,1,1,781
"31276",41654,62,259,2.7,1,1,784
"43113",56806,51,0,0,0,0,746
"52023",67002,53,1538,0.5,0,0,791
"27229",34593,58,774,1.7,1,0,798
"52004",66980,60,1558,1.8,0,1,745
"38292",51614,56,1800,0.7,1,0,633
"12870",16205,56,263,1.8,0,1,822
"9574",12811,54,517,1,0,1,644
"20282",26526,40,2057,2.5,0,1,688
"43299",57030,56,2566,0.7,0,0,796
"32022",42501,62,779,2.2,1,0,713
"29212",37452,59,1026,2.4,0,0,767
"37365",50625,42,776,1.8,0,1,790
"34067",45002,47,258,0.7,0,1,783
"34957",46932,52,1546,2.2,1,0,780
"23430",30288,35,263,1.4,0,0,783
"47354",61559,31,265,2,1,1,738
"32167",42678,31,13,1.7,1,0,792
"27236",34606,44,775,1.4,0,0,767
"26089",33211,46,7,1.3,0,0,801
"25801",32886,53,260,1.1,0,1,645
"13778",17147,52,1799,2.3,1,0,756
"17113",21010,40,263,0.7,1,0,782
"22421",29223,49,268,2.3,1,0,747
"5827",6374,37,775,1.1,0,0,804
"13675",17041,57,529,1.3,0,1,772
"27933",36091,31,2568,2.3,0,0,739
"9685",12925,41,1029,3.2,0,1,754
"8",8,42,779,2.3,0,0,797
"14595",17994,52,1033,2.6,0,1,781
"51477",66355,30,0,0,1,1,739
"20964",27302,195,1028,1.1,0,0,754
"3384",3725,45,524,1.6,0,1,598
"3618",3979,54,2055,0.7,1,0,816
"34906",46806,56,1803,1,0,0,733
"41891",55469,50,4,0.4,1,1,735
"22270",29064,48,257,1.1,0,0,647
"25851",32938,30,518,3.5,1,1,501
"42251",55850,38,512,1.3,1,0,605
"44110",57939,51,257,0.8,1,1,787
"39787",53221,51,2823,2.2,0,0,781
"54717",70043,59,1542,0.5,1,0,722
"23656",30534,56,524,2.2,1,1,648
"27691",35828,57,260,1.2,0,1,792
"46627",60707,40,1541,0,1,1,716
"33687",44453,49,15,0.9,0,0,783
"6618",9025,26,1286,1.2,1,0,778
"39610",53034,47,2321,0.9,0,0,700
"44025",57851,49,517,0.9,0,1,577
"38300",51623,58,1292,2.6,0,1,700
"27431",35206,35,777,2,0,1,737
"48128",62450,38,1805,1.1,0,0,670
"5611",6128,44,1291,1.9,1,0,718
"41758",55331,45,2055,1.6,1,0,672
"386",421,47,524,2.9,0,0,773
"11580",14877,38,1285,1.5,1,0,720
"36350",49552,49,17,2.5,1,1,751
"15708",19166,55,1036,1.6,1,0,751
"36327",49526,38,11,0.8,1,0,719
"23824",30710,50,1285,0.8,0,0,774
"5828",6375,43,1300,1.4,0,1,774
"26465",33638,36,2066,2,0,1,771
"27433",35214,64,778,1.5,1,0,800
"28337",36526,26,1287,0.7,0,0,997
"2318",2461,25,517,2.3,1,0,678
"9323",12553,44,0,0.9,0,1,783
"48710",63075,50,1033,1.5,0,0,727
"47673",61935,46,1,2.7,1,0,751
"23192",30036,34,262,2.5,1,1,767
"52355",67384,44,1285,2.4,0,0,792
"15342",18776,45,1039,1.4,1,0,662
"44402",58246,34,1551,1.3,1,1,657
"182",197,40,3091,1.3,1,1,805
"15993",19461,35,1026,0.7,1,1,707
"15647",19103,49,1035,2.7,1,0,764
"49581",64048,129,2060,2.8,1,0,763
"3574",3931,30,3089,1.1,0,0,735
"18506",22784,59,520,0.8,1,1,686
"9223",12445,46,1,2.1,1,0,622
"21428",28170,43,524,0.5,0,1,776
"40132",53587,48,778,1.4,0,0,816
"17629",21645,28,1287,1,0,0,718
"6931",9945,49,2060,2.7,1,0,669
"45631",59539,56,516,0.8,1,0,594
"12951",16288,44,774,1.2,0,1,702
"49001",63403,52,259,1.3,1,0,635
"2243",2380,27,769,0,0,0,713
"16891",20479,50,777,1.9,0,0,743
"15017",18439,34,520,2.6,1,0,749
"33929",44807,34,526,1.8,0,0,786
"18658",22966,30,2341,0.6,0,0,688
"470",512,61,1799,1.9,0,0,815
"14444",17833,63,1030,1.4,1,1,783
"5358",5855,51,1026,2.5,0,0,997
"19769",25823,42,1037,1.4,0,1,800
"52750",67837,64,524,3.3,0,1,638
"43491",57249,50,774,0.7,0,1,801
"50700",65393,56,2315,1.9,1,0,763
"24769",31725,51,263,2.6,0,1,795
"8097",11255,61,3084,1,0,0,828
"28900",37125,49,1040,2.1,0,0,720
"11601",14898,57,1290,2.4,1,0,680
"50979",65717,54,522,1.5,0,0,772
"10662",13936,59,256,0.7,1,1,816
"28216",36392,28,1292,1.5,0,0,778
"19610",25295,42,1032,1.9,1,1,711
"49988",64589,49,522,2.3,0,1,795
"53091",68232,45,773,2.1,0,1,778
"24783",31739,50,769,0.3,0,1,795
"7078",10135,39,1297,2.3,1,1,769
"26883",34114,61,1035,2.2,0,1,832
"37821",51111,51,3590,2.6,1,1,796
"28638",36848,64,1796,0.7,0,1,813
"53754",68969,61,12,1.7,1,1,712
"43563",57330,53,778,1.2,1,0,481
"20160",26385,48,527,2,1,0,537
"3007",3185,52,2569,1.3,0,1,755
"5398",5896,57,1028,0.9,1,1,610
"44717",58578,47,3341,1.1,0,1,785
"7425",10511,47,264,1,1,1,649
"16908",20508,54,1289,1.2,0,1,772
"16252",19733,29,778,0.5,0,0,693
"29475",37749,43,777,1,0,1,753
"48256",62588,37,1035,0.2,0,0,707
"53889",69120,54,2062,1.4,1,0,720
"3555",3912,26,264,2.2,0,1,801
"46340",60309,51,519,2.1,1,0,744
"12092",15407,35,1798,0.8,0,1,797
"45428",59326,55,1802,1.5,0,1,640
"11410",14702,45,0,0,1,0,713
"8766",11968,41,1033,1.7,0,0,780
"10700",13975,41,518,2.5,1,0,801
"12753",16084,60,776,1.3,0,1,662
"50289",64950,48,260,0.8,1,0,633
"20130",26350,29,1033,2.1,0,1,705
"42405",56018,39,2317,2.1,1,0,668
"27856",36009,39,3598,0.5,0,1,656
"1459",1561,37,2304,0.6,0,0,817
"53745",68959,36,2059,2,0,1,820
"5301",5790,48,1545,2.3,0,1,757
"31242",41617,45,777,1.2,0,1,752
"24187",31092,43,260,0.8,0,0,816
"30160",39692,51,772,1.8,0,1,793
"31654",42072,56,1293,2.2,0,1,727
"43507",57268,57,0,0,0,1,660
"39334",52740,45,1030,2.5,1,1,632
"33974",44882,43,522,1.5,0,0,736
"48721",63088,44,1802,0.6,0,0,737
"46375",60347,123,1033,2.7,0,1,746
"49802",64296,177,2576,1.4,1,0,710
"31577",41990,33,4360,1.6,0,0,675
"44191",58023,44,4,0,1,0,772
"4419",4840,47,1292,1.6,1,1,785
"5576",6087,36,782,1.2,0,1,795
"3379",3720,28,1029,0.8,0,0,701
"24590",31532,44,1032,0.2,0,1,772
"49345",63787,39,778,2.1,1,0,833
"8644",11840,38,1289,1.8,1,0,784
"41232",54769,133,1797,1.9,1,0,633
"42383",55995,38,1284,1.4,0,1,813
"40008",53454,45,7,1.7,0,0,749
"1693",1806,28,528,2.2,0,0,788
"6505",8625,36,788,2.9,1,0,766
"32539",43110,42,1545,2.7,0,1,768
"28716",36929,25,14,1.7,1,1,708
"40635",54128,52,0,0,0,1,688
"18005",22250,41,1036,2.4,0,1,729
"45435",59334,58,2,2,0,0,734
"49676",64153,121,8,1.2,0,1,800
"50667",65355,33,259,0.5,0,0,724
"50477",65148,39,0,0,1,1,500
"25385",32408,30,1033,2.4,0,1,792
"8104",11262,42,2326,0,1,1,797
"27121",34388,39,523,0.5,0,0,780
"52199",67207,45,2567,1.2,0,0,711
"27890",36045,44,1796,1.1,0,1,784
"29215",37455,28,512,0,0,0,743
"48283",62616,55,23,0.5,0,0,790
"11731",15029,49,1033,2.8,0,1,793
"20680",26963,49,0,0,1,1,702
"22673",29492,46,1280,1.8,0,1,773
"41046",54571,51,1802,2.6,0,1,586
"16888",20472,59,775,1.6,1,0,790
"17923",22161,27,784,0.9,0,0,681
"40742",54240,47,2578,1.3,1,1,771
"45181",59068,45,2574,1.7,0,1,767
"54307",69582,47,0,0,1,0,747
"51572",66506,50,1031,2.1,0,1,761
"23495",30356,32,1286,0.3,1,1,669
"5564",6075,44,1033,2,1,0,725
"52017",66994,50,0,0,0,1,717
"44625",58482,46,263,1.8,0,1,715
"10756",14032,49,2830,1.3,0,0,826
"43235",56952,51,514,1.2,1,0,803
"22823",29644,32,2573,1,0,0,695
"29049",37283,37,3,3.1,1,0,796
"33864",44704,43,1547,1.7,1,1,704
"15038",18461,43,1032,2.7,0,1,804
"35740",48507,47,1027,1.4,1,0,577
"50499",65171,29,260,0.9,0,1,798
"5145",5626,34,1028,1.7,0,1,693
"43286",57014,54,517,1.1,1,0,806
"36359",49562,57,1035,2.6,1,0,639
"28108",36278,49,1800,2.1,0,1,802
"25338",32350,39,774,0.8,0,1,779
"2266",2404,33,259,0.9,0,1,763
"32349",42891,32,2329,1.2,0,0,753
"45460",59361,47,775,1.6,0,0,628
"5581",6092,32,2059,1.1,0,0,729
"42546",56172,61,1031,2.2,0,0,808
"7761",10888,61,2055,0.3,0,0,710
"37405",50667,46,1031,1.8,0,0,779
"37367",50627,44,1806,1.4,0,1,698
"53176",68322,51,265,2.1,0,1,698
"5668",6187,62,515,0.7,0,1,614
"54004",69246,64,779,2,0,0,542
"49411",63857,126,1804,1.7,0,0,737
"2672",2830,37,1804,2.7,0,1,671
"53573",68774,58,267,0.9,1,1,683
"35761",48531,43,521,1.5,0,1,699
"38769",52125,43,774,2.2,0,1,758
"5224",5707,53,519,0.9,1,0,765
"45560",59465,42,1033,1.6,1,1,756
"50648",65334,41,1799,1.3,1,0,605
"30858",41178,64,3328,1.1,0,1,745
"9019",12230,40,1546,1.6,1,1,811
"379",414,45,1544,2.9,0,1,792
"19346",24486,36,261,1.8,0,1,713
"53959",69195,32,1290,1,1,1,788
"3998",4387,27,0,0,0,1,800
"54416",69708,44,0,0,0,0,675
"26710",33914,41,264,0.9,1,1,677
"47123",61297,53,1032,1.5,1,0,747
"30264",40014,60,1291,2.9,0,0,822
"12371",15693,46,777,2.2,0,1,813
"1073",1146,38,512,1.9,1,1,714
"17601",21610,61,773,0.7,0,0,687
"33530",44245,60,1035,2.5,0,1,720
"36879",50113,43,780,1.7,0,0,787
"23336",30190,35,1034,1.3,1,0,718
"26062",33183,30,267,1.9,1,1,770
"54686",70009,41,1806,2.1,1,0,759
"54477",69775,40,3843,1.1,0,0,831
"33458",44158,29,1298,1.8,0,0,800
"11664",14961,40,522,1.4,0,1,788
"17126",21024,59,522,1.8,0,1,779
"42926",56579,50,260,0.8,0,1,786
"40204",53666,65,10,0.8,0,0,801
"35103",47349,49,4,0.8,0,1,703
"46131",60073,51,3,0.1,1,0,771
"15173",18599,44,14,2.6,0,0,789
"43356",57099,49,1030,1.7,0,0,821
"4261",4671,30,520,1.9,0,1,754
"51209",65976,61,1026,0.4,0,1,795
"51106",65857,61,1287,1.8,1,1,650
"26608",33796,60,1280,1.5,0,1,782
"48993",63395,50,1288,1.1,1,0,692
"12490",15814,56,1286,1.8,1,0,743
"2883",3053,47,1796,2.1,1,0,748
"18619",22920,38,1031,1,0,0,768
"23659",30538,61,3090,1.6,0,1,797
"9001",12211,53,772,3.1,1,0,745
"54255",69525,46,518,1.9,0,1,662
"26285",33430,51,1291,3.7,0,1,716
"22292",29086,50,2821,1.6,1,1,667
"39842",53277,64,1804,1.1,1,1,837
"13169",16509,36,770,1.7,0,0,653
"48213",62542,45,2569,1.5,0,1,739
"44557",58412,42,261,1,0,1,811
"26535",33713,52,1034,2.5,1,0,779
"41138",54668,54,517,1,0,1,749
"55112",70473,46,779,1.9,0,1,666
"5735",6263,27,1290,0.7,0,0,661
"9500",12733,43,1544,2.1,1,0,797
"41864",55442,63,0,0,0,0,795
"29613",37947,50,1038,1.3,1,1,770
"48633",62990,43,1803,2.3,0,0,752
"51928",66891,59,3351,2.5,0,1,820
"12103",15418,38,778,1.1,0,0,778
"21125",27589,38,259,1.5,1,0,748
"5129",5608,57,1797,1.9,0,1,769
"22444",29247,70,2055,2.5,0,1,702
"210",229,64,1805,1.1,1,1,770
"131",142,41,1292,2.8,0,0,711
"317",347,62,2823,1.5,0,0,816
"11745",15043,38,526,2.1,0,1,681
"46655",60762,42,1799,0.5,1,0,693
"35050",47172,39,1024,1.3,1,1,788
"10229",13489,25,521,0.8,0,0,761
"24265",31173,55,768,0.6,0,1,641
"3923",4307,25,1559,1.3,0,0,766
"40507",53991,56,5,1.4,1,0,635
"26052",33173,37,775,2.1,1,1,751
"16492",20006,41,5,1.4,0,0,673
"16850",20417,56,776,0.7,1,1,697
"44822",58691,42,518,1,0,0,659
"19108",23800,54,5,1.4,0,0,765
"46337",60306,60,3,0.9,1,1,613
"42171",55765,60,1294,2.1,0,0,637
"53741",68955,58,521,2.2,0,0,720
"54405",69692,60,773,0.7,0,0,614
"24269",31177,57,1796,3.2,0,0,752
"30720",41035,62,1806,1.5,1,0,758
"31122",41487,54,516,1.5,0,1,803
"22787",29607,32,519,1.1,0,1,715
"29594",37923,49,1537,1,1,1,741
"34788",46477,49,263,1.8,0,0,758
"21766",28524,61,260,1.8,0,1,807
"3460",3806,34,1293,1.6,0,1,774
"50305",64968,48,1285,2.1,0,1,668
"14767",18176,53,3081,2.2,1,1,817
"40282",53750,59,1545,2.4,0,0,788
"38109",51420,65,527,1.6,0,0,785
"34930",46863,29,1033,1.7,1,0,796
"37792",51082,60,778,2.4,0,1,819
"36122",49269,45,263,1.3,0,0,757
"54912",70257,61,1800,1.7,0,0,643
"11416",14708,47,779,2.4,0,0,753
"28365",36559,62,779,2.3,0,1,746
"25683",32749,44,7,0.7,0,0,737
"11623",14920,27,517,2.1,1,0,742
"24350",31266,47,1542,2.9,0,0,823
"25088",32068,50,0,0,0,1,634
"51614",66549,54,2057,1.1,0,1,719
"5119",5597,34,784,2.4,1,0,810
"31271",41648,47,1032,2.1,1,1,808
"54964",70314,39,518,2.5,0,0,737
"53800",69020,56,12,1,0,1,800
"49415",63861,29,2836,1,0,0,802
"40079",53529,52,1297,0.4,1,0,822
"7338",10414,45,777,0.9,0,0,773
"31099",41461,63,772,2,0,1,777
"49241",63667,98,1,1.8,0,0,790
"424",465,57,1035,1.7,1,1,751
"27675",35804,44,783,1.8,0,0,717
"39560",52983,43,1797,0.3,0,0,773
"21515",28261,64,779,2.5,1,1,680
"37762",51051,58,1805,1,1,0,694
"53548",68745,49,1286,2,1,0,728
"41843",55420,47,785,0.8,0,0,713
"39217",52605,42,524,1.8,0,1,713
"36604",49824,45,1549,1.6,0,1,713
"42764",56408,37,1289,1.2,1,1,792
"39190",52574,44,1292,1.1,0,0,778
"31023",41379,29,1795,0.5,0,0,786
"32536",43107,62,262,1.1,1,1,674
"46954",61093,42,1286,1.3,0,0,663
"4431",4853,47,3076,0.4,0,1,729
"39366",52774,50,262,0.9,0,1,699
"42634",56265,48,5,1,0,1,759
"26703",33904,41,2312,1.2,1,1,801
"52376",67406,35,2061,1.3,0,1,714
"8833",12038,32,1792,1.1,0,0,735
"5510",6019,43,260,1.1,0,0,686
"2562",2714,33,773,1.2,0,1,806
"27103",34368,50,517,0.9,0,1,762
"32520",43091,62,3079,3.6,0,0,636
"25954",33057,46,780,1.4,0,1,682
"7087",10144,53,265,2.5,0,1,775
"21178",27784,51,1031,1.6,0,0,748
"14363",17749,63,265,1.3,1,0,811
"4509",4939,55,1030,1.6,1,0,780
"11836",15138,50,773,1.8,1,0,714
"15374",18810,34,1291,1.4,1,1,713
"17722",21800,52,4103,0,0,0,723
"30903",41234,49,3088,1.3,0,1,775
"28126",36296,54,514,1.1,0,0,662
"38415",51743,40,773,1.6,0,0,585
"6619",9027,29,1035,0.8,0,0,755
"47041",61196,55,522,1.8,0,0,777
"3133",3319,53,517,1.5,0,0,792
"45298",59189,37,520,2,0,1,764
"20266",26506,41,1284,1.2,0,1,699
"14997",18419,46,2829,1.3,0,1,652
"23111",29951,40,10,0,1,1,766
"36462",49673,57,515,0.5,0,0,663
"53744",68958,58,2065,1,0,1,792
"43877",57686,44,518,1.3,1,1,506
"10986",14270,59,1545,2.3,1,1,741
"35217",47577,46,2823,1.8,1,1,685
"51537",66466,45,0,0,1,1,681
"17448",21406,60,517,1.1,0,1,694
"29087",37323,29,261,1.4,1,1,670
"43891",57700,47,517,0.6,0,1,637
"36689",49914,61,9,1.4,1,1,780
"6222",7594,43,520,2.4,1,1,741
"39371",52780,64,774,1.4,0,1,831
"38201",51519,64,772,2.4,0,1,822
"1961",2081,25,259,0.9,1,1,731
"21638",28390,30,773,1.9,0,0,646
"43932",57745,25,780,3.2,1,1,792
"32917",43545,47,1548,1.8,1,0,659
"48917",63305,37,788,1.3,0,1,795
"19322",24424,36,525,3.8,0,0,723
"8913",12121,38,1541,1.7,0,0,728
"17519",21500,42,1280,1.4,0,0,713
"28314",36500,51,518,2.1,0,0,731
"29060",37294,34,1547,2,0,0,809
"24022",30919,51,1029,1.1,0,1,823
"34964",46959,35,1288,2.1,0,0,793
"44221",58054,50,1026,2.7,0,0,702
"48134",62456,39,1,1,0,0,776
"29442",37709,63,519,1.6,0,0,813
"36810",50039,40,2822,0.5,0,1,701
"24809",31768,32,1288,1.8,0,1,763
"6432",8354,43,520,1.1,0,1,795
"6501",8608,47,278,1.4,1,0,783
"1474",1576,29,1290,1.9,1,0,777
"38583",51922,48,0,0,0,0,770
"31726",42157,37,779,2.6,0,0,723
"22600",29412,32,2054,2.6,1,0,757
"44475",58323,54,2831,1.8,1,1,660
"29019",37253,35,517,0.5,0,0,719
"11305",14595,60,521,0.6,0,0,667
"36832",50063,49,1040,0.9,1,1,809
"36766",49993,34,1032,2.4,0,0,738
"24014",30910,60,1549,2,0,0,690
"25162",32152,38,2580,1.4,0,1,805
"34248",45207,40,771,3,1,0,756
"15552",18998,42,1035,1.6,0,1,758
"19328",24436,33,773,1.4,1,0,668
"17238",21151,42,1547,1.5,0,0,799
"25270",32275,52,1293,2.6,0,0,703
"7431",10517,32,1287,0.3,0,0,766
"43594",57365,50,516,0.7,1,0,528
"15278",18709,62,262,0.5,1,1,716
"3417",3760,57,1292,1.9,0,0,775
"3530",3884,47,263,3.1,0,1,722
"48998",63400,64,1035,1.7,0,0,766
"44699",58558,50,1032,0.5,0,0,806
"27290",34744,53,1542,2.3,0,1,748
"2766",2931,31,259,1.2,0,0,734
"27712",35850,47,2063,2.9,0,1,786
"2886",3056,30,519,1.6,0,1,761
"534",580,57,519,1.3,1,1,780
"50795",65501,46,773,1.8,1,1,596
"47763",62033,52,519,1.6,0,1,707
"8480",11665,55,12,0.4,0,1,553
"16771",20312,55,0,0,1,0,798
"39224",52612,63,7,0.9,0,0,548
"15998",19466,56,5,0.8,1,0,800
"32113",42616,36,1289,2.5,0,1,708
"53061",68195,37,512,0,1,0,627
"19735",25728,52,1036,1,0,1,785
"20206",26436,46,0,0,0,1,529
"3996",4385,34,2053,2.5,1,1,770
"50248",64904,55,1033,3.3,0,1,504
"4635",5080,57,8,1.7,0,1,744
"21421",28163,60,780,1.9,1,1,816
"7257",10325,43,1286,1.9,0,1,787
"26232",33371,51,1291,0.6,0,0,787
"27772",35914,64,1038,1.1,1,0,787
"27170",34462,33,2053,2,1,1,729
"6641",9102,44,2308,3.3,0,1,683
"50694",65385,61,768,0.2,1,0,555
"34390",45375,27,1289,2.1,0,1,784
"35751",48520,31,519,2.7,0,1,681
"11677",14974,48,1040,2.6,1,1,752
"4326",4741,54,515,0.6,1,0,690
"42131",55723,42,1033,2.3,0,0,673
"40582",54071,53,780,1.6,0,1,781
"15591",19039,26,3335,0.6,0,0,689
"51199",65965,33,1035,1.2,0,0,770
"26334",33483,29,519,1.9,0,1,649
"13890",17261,47,1802,1.2,1,0,749
"25710",32780,48,777,2.2,1,0,997
"29227",37467,35,769,1.6,1,0,820
"28985",37218,36,1039,2,0,0,734
"47622",61872,46,11,2.9,0,1,808
"37790",51080,62,258,0.9,0,1,759
"9757",13003,44,523,2.1,1,0,777
"19463",24837,41,1293,1.8,0,0,677
"20859",27162,28,1032,1.4,0,0,667
"38144",51457,52,1033,2,1,1,683
"48798",63171,39,1293,1.1,0,1,735
"55118",70479,44,262,2.7,0,0,745
"48775",63146,33,1286,1.7,1,1,710
"7612",10719,53,260,0.9,0,0,721
"47100",61270,42,1286,2,0,0,738
"48765",63134,46,28,1,1,1,729
"2797",2963,40,261,0.7,0,1,653
"48885",63268,42,1288,1,0,0,816
"40761",54262,42,516,1.6,0,0,786
"12795",16127,56,521,2.5,0,0,717
"44585",58441,42,517,2.7,0,0,747
"22295",29089,57,2571,1.3,0,1,813
"53966",69202,50,1551,1.3,0,0,565
"25140",32123,40,516,1.6,0,0,800
"32735",43341,45,524,0.5,1,0,573
"902",966,40,1031,1.4,1,0,739
"4262",4672,33,1031,1.3,1,0,765
"39791",53225,58,524,1,1,0,775
"50263",64920,42,519,2.4,0,0,611
"17532",21520,38,2055,1.9,0,0,770
"15656",19114,60,519,1.9,1,0,795
"51747",66695,51,527,2.1,0,0,601
"17210",21120,37,782,1.5,0,1,778
"51204",65971,60,1032,1.8,1,0,566
"35787",48559,53,1030,0.3,1,1,688
"2505",2654,26,1540,0.5,0,0,750
"33355",44037,42,1038,2.6,0,0,732
"3407",3748,55,776,1.1,0,0,742
"32599",43178,63,778,1.4,1,0,699
"44077",57905,58,1289,2.7,0,1,702
"15821",19284,50,3,0,1,1,705
"16419",19926,43,1544,2,1,0,610
"53205",68356,42,515,0.5,0,1,997
"29032",37266,60,772,1.3,1,1,775
"2508",2657,28,1029,1.4,0,1,717
"45628",59536,46,1034,1.8,1,0,463
"47816",62094,50,519,3.1,1,1,813
"22510",29317,83,775,2,0,0,784
"31469",41869,32,1032,3.1,0,1,796
"38808",52166,53,2053,1.2,1,0,793
"25491",32526,42,265,2.7,0,1,790
"30505",40791,43,1040,0.9,0,1,705
"30343",40269,46,1292,2.4,1,0,793
"37491",50762,64,1546,1.2,1,1,766
"23464",30323,33,1031,1.4,0,1,644
"36474",49685,54,1030,2.3,0,1,629
"19007",23535,47,3084,1.8,0,1,730
"37697",50978,55,2835,0.9,1,1,755
"38517",51854,47,1034,2.6,0,0,698
"28184",36357,36,522,1.9,0,0,763
"1896",2016,29,258,1,1,0,778
"54551",69857,56,774,2.9,0,1,754
"16422",19929,36,264,1.7,1,0,590
"31166",41537,44,1032,1.5,0,1,696
"43463",57217,56,515,0.8,1,1,801
"7319",10392,42,1292,2.2,0,1,742
"29891",38888,46,269,1.7,0,0,829
"46880",61008,34,1035,2.7,0,0,734
"26837",34059,42,516,0.4,0,0,648
"35858",48645,42,259,0.3,0,0,647
"15109",18535,41,778,1.3,1,1,738
"25759",32836,54,10,3.5,1,0,798
"22501",29308,54,517,2.3,1,1,720
"14059",17439,30,1808,1.5,0,1,753
"25189",32183,51,0,0,1,1,756
"16038",19509,52,1040,2.4,0,0,772
"14575",17974,59,0,0,1,0,770
"3345",3686,41,2055,1.9,0,0,744
"45535",59439,55,2827,2,1,1,826
"31490",41892,37,768,0.9,0,0,816
"21838",28601,64,1805,1.1,0,0,644
"30305",40141,30,1293,2.6,0,0,758
"19305",24379,44,1030,0.9,1,0,792
"23452",30310,32,2835,2.4,0,0,615
"17456",21417,57,519,2.8,0,0,837
"6787",9543,51,1283,1.7,1,0,795
"35905",48710,47,274,1.8,1,0,691
"4111",4510,40,780,1.1,1,0,780
"9179",12397,52,518,1.3,1,1,534
"40634",54127,127,516,1.3,0,0,776
"9393",12624,34,518,0.5,0,0,721
"21403",28143,48,1544,3.1,0,1,729
"17185",21092,50,1547,0.8,0,1,749
"25586",32636,45,516,3,0,1,738
"32223",42743,49,520,1.3,1,1,740
"31286",41665,59,2824,2.2,0,0,805
"14932",18353,26,1035,2.1,0,0,719
"4481",4910,64,516,0.9,0,1,806
"32794",43410,35,2309,1.9,0,1,753
"26102",33226,42,0,0,0,1,798
